pubmed_id_list,min_publication_date
"22863883,22939629,28514442,29568061,33961781",2012 Aug 31
"23443559,24981860",2013
24556679,2014 Feb 20
"26186194,28514442,32393512",2015 Jul 16
31838060,2020 Feb 1
8530437,1995 Dec 22
12087096,2002 Sep 13
12749852,2003 Jun 10
11942621,2001 Dec
1657993,1991 Nov 25
12024216,2002 May 23
12639963,2003 May 16
11082048,2000 Dec
"12024216,19805354,35676659",2002 May 23
"22863883,33961781,34857952",2012 Sep
"22939629,29568061,33961781",2012 Aug 31
"11003675,30530478",2000 Oct
11278501,2001 Apr 20
"12852856,20864540",2003 Jul
"14594945,14676191",2004 Mar 26
14603253,2003 Nov 6
14970193,2004 Feb 16
"15456882,29991678",2004 Oct
17106265,2006 Nov
17891179,2008 Mar 13
"19509060,23443559,26496610,33961781,35271311",2009 Jul 1
"21135143,23443559,24509916,26496610,29568061,35271311",2010 Dec 13
"21135143,26192437",2015 Aug
"21135143,26496610,28514442,29568061,33961781",2010 Dec 13
"21135143,22939629,23443559,26496610,27173435,29568061,35271311",2012 Aug 31
"21135143,29568061",2018 Mar 22
21465471,2012 Jan
"23443559,26496610,29568061,35271311",2015 Oct 22
"23443559,26496610,28514442,33961781",2013
"23443559,32867711",2013
"23443559,26186194,28514442,29568061,33961781,35271311",2015 Jul 16
"23443559,26496610,27173435,35271311",2013
"23443559,26344197,26496610,29568061",2013
23469015,2013
24509916,2014
25348260,2014 Oct 28
25542213,2015 Mar
"26496610,33239621",2015 Oct 22
"28514442,29568061,33961781,35271311",2018 Mar 22
28779345,2018 Feb
30018032,2018 Nov
34382902,2022 Apr
10562286,1999 Nov 15
9566969,1998 May 4
11237715,2001 Mar 2
22749352,2012 Jun 29
"22863883,32877691",2020 Sep 1
"22939629,26344197,32877691",2012 Aug 31
26876213,2016 Sep 8
"27218139,29568061",2016 Jun 14
31281542,2019
10806191,2000 Jul 21
"21516116,26186194,28514442,29892012,33961781",2011 Jun
"26186194,28514442,33961781,36380570",2015 Jul 16
"23382074,28514442,33187986,33961781",2013 Apr
"25416956,28514442,32296183,33187986,33961781,35271311",2017 May 25
"27173435,28514442,33187986,33961781",2017 May 25
"28514442,33187986",2017 May 25
"28514442,32296183,33187986,33961781",2020 Apr
11342215,2001 Feb 16
"15621527,16980972,17242207,18378699,21414300,21807893,23602572,24981860,26496610,27217568,28514442,33961781,34079125",2006 Oct
"16980972,24981860,26527279,28514442,33961781",2006 Oct
"17242198,33961781",2021 May 27
"21414300,21807893,22195966,24981860,27217568,33961781",2011 Apr 15
"21807893,22195966,22401310,23602572,24981860,27217568,33961781",2011 Oct
"24981860,25281560,29568061,34079125",2015 Apr 6
15621527,2005 Jan
"10025406,18504427",1999 Feb 5
21884981,2011 Sep 2
"23375009,26905590,28346424,36732432",2013 Jan
"25402006,36669583",2023 Feb
26905590,2016 Apr
27412325,2016 Jul 14
"29748601,36732432",2019 Jan
31235507,2019 Oct 15
32368392,2020
32549341,2020 Jun 15
36115849,2022 Sep 17
36732432,2023 Jun
12134113,2002 Jul 15
29352114,2018 Jan 19
12478477,2002 Dec
12081135,2002 Jun
14684750,2004 Mar 12
"10419473,10814541,16269462,16766796,17603038,19018770,19605364,21636804,21705327,23519408,23880345,24198286,24389582,28514442,32296183,32901881,33460751,34085839,34941434",1999 Jul 30
"12099690,32296183",2002 Jul 19
"15480426,21145461,28270496",2004 Nov 25
18219322,2008 Apr
31740976,2020 Jan 24
15480426,2004 Nov 25
10419473,1999 Jul 30
14676218,2004 Feb 27
17512005,2007 Jun 29
"26344197,29117863,35831314",2017 Nov 8
"7589562,8609418",1996 Apr 15
10673353,2000 Jan 27
20727854,2010 Sep 17
"21757742,29674694,29991678",2018 Apr 19
24043623,2013 Oct 25
28496097,2017 May 11
"8845352,11316879,11697906",1995 Dec 19
21199683,2011 Apr
14623273,2003 Nov 28
"9490415,11169398",1998 Feb 12
"10604985,10940905",2000 Aug
10799849,2000 May 15
15557162,2004 Dec 1
17012248,2006 Oct
"12426564,12426565",2002 Dec
12426564,2002 Dec
10449773,1999 Aug 17
12080485,2002 Sep
11441007,2001 Sep 21
"1388271,16189514,21516116,21988832,22365833,22939629,25416956,26264872,26344197,26641092,28514442,32296183,33961781,35271311",1992 Sep 15
11724776,2002 Feb 8
"12234937,17332742",2002 Sep 16
"22365833,25416956",2012 Feb 24
"23455924,28514442,33961781",2013 Apr
9528748,1998 Apr
9671485,1998 Aug
"1388271,11551507",1992 Sep 15
11533230,2001 Oct
14506283,2003 Nov 28
"21900206,32296183",2020 Apr
22043315,2011
"29540532,35271311,35562734",2022 Mar 11
33753724,2021 Mar 22
"33961781,35271311,36273042",2021 May 27
8107144,1994 Feb 18
"8702753,12857745",1996 Aug 23
11163799,2001 Jan 12
14564014,2003 Nov 7
"22645313,25416956",2012 Aug
"23414517,31723608",2019 Nov
24039796,2013
"24981860,28506460",2017 May 18
"25281560,33961781",2015 Apr 6
"26186194,28514442,30523153,33961781",2015 Jul 16
26828794,2016
27452404,2016 Aug 2
27650958,2016 Dec
"28292943,28442575",2017 Jun 9
"28292943,35271311",2017 May
"28514442,33903120,33961781",2017 May 25
31754404,2019
33080340,2020 Dec
16129784,2005 Aug 29
16407252,2006 Mar 10
16288044,2005 Nov 15
12354939,2002 Oct 15
16499958,2006 Mar 24
"15105460,16174773",2004 May 28
"14695475,16267042",2005 Dec 30
14695475,2004 Jan 8
12207904,2002 Sep 6
16874301,2006 Aug 9
12682062,2003 Jun 20
16904669,2006 Sep 4
"2532544,9521656,16169070,19154770,20439756,20622874,22284438,23801757,27066941,27501351,28338014,28935764,29576527,31494268,32865982,33141564,33238157,33583181,33719392,34129829,34326324,34642328,36114200",1989 Oct 17
"2532544,26416890,28935764,29576527,33141564",2015 Nov 27
"8107144,17550899,23287719,24912152,25752577,27182664,29111344,29426858",1994 Feb 18
"8702753,12857745,15176995,15340068,16691492,17550899,18083707,19049332,19250911,19285159,19931284,21900206,21903097,22017874,22674379,23314748,23649778,23989536,24642144,25042851,25311206,25494214,25723488,25969509,26043024,26413874,27158844,28190767,28322253,28404643,28767736,28951592,29147513,29164995,29966650,30659753,31699778,31857589,32123815,32292717,32556086,33665565,34329467,35366418,35654983,36952345",1996 Aug 23
"8841133,16007098,16564012,17550899,17692280,17980597,18482987,18601651,19285159,19373254,20622874,22216260,22428841,22878415,23287719,23314748,23563141,24424410,24681967,25970461,26876099,27066941,27613037,27848959,28190767,29567855,29576527,31663737,31699778,31951392,33141564,34642328,34648286,36114200",1996 Oct 1
"9521656,9790970,10518943,14673145,15531586,18601651,19154770,20622874,22284438,23801757,25590432,27066941,27182664,28190767,28338014,28935764,29576527,30589182,32738097,32865982,33141564,33238157,34642328,35349166,36114200,36142702",1998 Mar 10
"9575161,23439649,27182664,28190767,28924046,32296183",2013 Apr 12
"10217437,28267209",2017 Apr
"10421634,23387829",1999 Jul 15
"10480896,17980597,28190767,29576527,33141564,34642328,36114200",1999 Sep 17
"11146632,16307917,18042044",2001 Jan
"11483959,16196087,16822850,17550899,27407164,27753622,28190767,34642328,35271311,35961308,36114200",2001 Aug
"11504715,12569095,12847084,14517261,16196087,17550899,17964296,20613989,22325355,22367539,23105008,27182664,29667579,29950522,30342007,30420781,30884854,31638574,32488130,34642328",2003 Apr 11
"11504715,12569095,12834344,16518696,27182664,29667579",2001 Oct 26
"11916981,11988743,16429130,16735510,16771824,18626516,20504764,23314748,26456826,28190767,28581508,31699778",2002 Apr 1
"11916981,28190767",2002 Apr 1
"12628920,19285159,23314748,23880770,25042851,28190767",2003 Mar 17
"12644454,16196087,17550899,25752573,28190767,28525741,34642328,35271311",2005 Nov
"12834344,33576509,34642328",2003 Jul 8
"14506283,17651432,20622874,22195557,23287719,27256865,27501351,29045385,29056420,29249604,29576527,30651545,33141564,34129829,34642328,36114200",2003 Nov 28
"14517261,16601690,25723849,25752577,26389696,30503554",2006 Apr 19
14550564,2003 Oct 9
"14660606,15494413,15701688,15966896,16135791,20484053,28190767,28581508",2004 Dec 24
"14660606,15143060,17494868,19285159",2004 Feb 20
14661060,2004 Mar 4
"15004330,15147878,16007098,16196087,22428841,23649778,23823328,25416956,25752573,28075048,30659753,31175912,31699778",2004 May 21
"15047686,16196087,16199040,17550899,23314748,26320582,28190767,31350523,31494268",2004 Jun 4
15047686,2004 Jun 4
"15143060,16407276,16499958,17341663,21356307,22428841,25416956,28082312,28190767,29360040,31494268",2004 Jul 23
"15159412,16429130,17599067,19380743,28190767,31494268",2004 Jul 30
"15159412,16429130,17599067,28607106",2004 Jul 30
"15171253,17512543,22195557,23287719,28190767,29576527,32110315,33141564,34642328",2004
"15171253,17512543,20129057,21690293,24023063,24035499,25342804,25429107,27182664,28190767,28540657,34642328,35476995,36114200",2004
15247280,2004 Aug 27
"15327770,19373254,19927120,19935683,21811235,22819327,23807287,23986494,25296760,25527291,25752573,28190767,30348973,32410369,34242591",2009 Dec 16
"15327770,19927120,25642820,27009840,28190767,30348973",2004 Aug 27
"15362974,18775313,19285159,20351172,21135095,28190767,31494268,31699778,32039147",2004 Dec 1
15673284,2005 Jun 1
"15743842,18775313,19722279,22876279,23293021,23314748,24885147,30935967,34642328,35920641",2008 Sep 5
15936721,2005 Jul 22
"16004872,17550899,23314748,28190767,34642328",2007 Aug 10
"16005295,19373254,20622874,22626734,24850914,25527291,27182664,27256865,28088760,28190767,29576527,31952546,33141564,34642328,36114200",2005 Jul 12
"16007098,18775313,19285159,22990857,28190767,31699778,35552390",2005 Aug
16007098,2005 Aug
"16169070,21139048",2005 Sep 23
"16196087,21139048,21890473,21906983,21987572,22505724",2005 Nov
"16196087,21139048,21890473,21906983,21963094,22505724,23000965,24654937,24816145,25147182",2005 Nov
"16196087,18781797,21139048,21890473,21906983,21963094,21987572,22053931,22118674,22505724,23000965,24816145,25015289,25147182",2005 Nov
"16196087,18781797,21139048,21890473,21906983,21963094,22505724,23000965,24816145,25147182,25278611",2005 Nov
"16196087,21139048,21890473,22178446",2011 Mar
"16196087,29934401",2005 Nov
"16196087,21139048,21890473,21906983,21987572,23000965,24816145",2011 Dec 2
"16196087,21890473,24816145",2005 Nov
"16196087,21139048,21890473,21906983,21963094,21987572,22505724,23000965,25147182",2005 Nov
"16196087,21139048,21890473,21906983,21963094,21987572,22505724,23000965,24816145,25147182",2005 Nov
"16196087,21139048,21890473,21906983,21963094,22505724,23000965,24816145",2005 Nov
"16196087,17370265,18781797,21139048,21890473,21906983,21963094,22053931,22178446,23000965,24654937,24816145,25015289,25147182",2005 Nov
"16196087,21139048,21890473,21906983,21963094,21987572,22053931,22505724,23000965,24654937,24816145,25015289",2011 Dec 2
"16196087,18781797,21139048,21890473,21906983,21963094,21987572,22053931,23000965",2008 Oct
"16196087,21139048,21890473,21906983,21963094,22178446,22505724,23000965,24816145",2011 Mar
"16196087,21139048,21890473,21906983,22053931,23000965,24816145",2011 Mar
"16196087,21139048,21890473,21906983,21987572,24816145",2005 Nov
"16196087,18781797,21139048,21890473,21906983,21987572,22053931,22505724,24816145,25015289,25147182",2008 Oct
"16196087,18781797,21139048,21853274,21890473,21906983,21963094,21987572,22053931,22505724,23000965,24816145,25147182",2005 Nov
"16196087,21139048,21890473,21906983,21963094,22505724,23000965,24816145,25147182",2011 Mar
"16196087,21343306,33141564",2011 Apr 29
"16196087,21139048,21890473,21906983,23000965,24816145",2011 Mar
"16196087,18781797,21139048",2008 Oct
"16196087,21139048,21890473",2011 Mar
"16196087,21906983,21963094",2011 Oct 14
"16196087,21139048,21853274,21890473,21906983,22108332,22178446,22505724,23000965,24654937,24816145",2011 Aug
"16196087,21890473,21906983,21963094,22505724,24816145,25147182",2005 Nov
"16196087,18781797,21139048,21890473,21906983,21963094,21987572,22053931,22505724,23000965,24030972,24816145,25147182",2008 Oct
"16196087,21139048,24816145",2005 Nov
"16196087,21139048,21890473,21906983,21963094,21987572,22053931,22505724,23000965",2005 Nov
"16196087,21139048,21906983,21963094,21987572,22505724",2011 Dec 2
"16196087,18781797,21139048,21906983,21963094,21987572,22505724",2008 Oct
"16196087,21139048,21890473,21906983,21963094,22505724",2005 Nov
"16196087,21906983,21963094,24816145",2005 Nov
"16196087,21139048,21890473,21906983,21963094,21987572,25147182",2005 Nov
"16196087,18781797,20972266,21139048,21890473,21906983,21963094,22053931,22505724,23000965,24654937,24816145,25147182",2005 Nov
"16196087,18781797,21139048,21890473,21906983,21963094,22505724,25147182",2005 Nov
"16196087,21890473,21906983,21963094,22505724,24816145",2011 Oct
"16196087,21139048,21890473,21906983,24816145,25147182",2011 Mar
"16196087,21139048,21906983,21963094",2011 Mar
"16196087,21890473,25147182",2005 Nov
"16196087,21890473,22053931",2005 Nov
"16196087,27716508",2005 Nov
"16196087,21890473,23000965",2011 Oct
"16196087,21139048,21890473,21906983,21963094,21987572,22505724,24654937,24816145,25147182",2011 Dec 2
"16196087,21139048,21963094,23000965",2005 Nov
"16196087,21139048,21890473,21906983,21963094,22053931",2005 Nov
"16196087,21139048,21963094",2005 Nov
"16196087,21139048,21890473,21906983,21963094,23000965,24816145,25147182",2011 Mar
"16196087,17203973,21139048,21890473,21906983,21987572,22053931,22118674,23000965,24816145",2005 Nov
"16196087,21139048,21890473,21963094,21987572,22118674",2011 Dec 2
"16196087,21890473,21963094",2011 Oct
"16196087,18781797,20972266,21139048,21890473,21906983,21963094,21987572,22053931,22505724,23000965,25147182",2008 Oct
"16196087,18781797,21139048,21890473,21906983,21963094,22505724",2008 Oct
"16196087,21139048,21890473,21906983,21963094,21987572,22505724,25147182",2005 Nov
"16196087,21139048,21906983,21963094,24816145",2011 Mar
"16196087,21139048,21890473,21906983,21963094,22505724,23000965,25147182",2005 Nov
"16196087,21139048,21963094,22505724,24816145",2011 Mar
"16196087,21890473",2005 Nov
"16196087,21139048,21906983,21963094,23000965,24816145",2005 Nov
"16196087,21139048,21853274,21890473,21963094,21987572,22053931,23000965,24816145",2005 Nov
"16196087,21139048,21890473,21906983,21963094,22118674,22505724,23000965,25015289,25147182",2005 Nov
"16196087,21963094",2005 Nov
"16196087,21139048,21890473,21906983,21963094,22118674,22505724,23000965",2011 Mar
"16196087,21139048,21906983,21963094,21987572,23000965",2005 Nov
"16196087,21139048,21890473,21906983,21963094,22178446,22505724,24816145",2005 Nov
"16196087,21139048,21890473,24654937",2005 Nov
"16196087,21139048,21890473,23000965",2005 Nov
"16196087,17203973,21139048,21906983,21963094,21987572,22505724,23000965,24816145,25015289,25147182",2005 Nov
"16196087,21139048,21890473,21906983,21963094,22505724,24816145,25147182",2005 Nov
"16196087,21139048,21890473,21906983,21963094,21987572,22053931,22505724,23000965,24816145,25147182",2011 Dec 2
"16196087,18781797,21139048,21890473,21906983,21963094,21987572,22053931,22178446,22505724,23000965,24816145,25147182",2005 Nov
"16196087,18781797,21139048,21890473,21906983,21963094,22505724,23000965,24816145",2008 Oct
"16196087,21139048,21890473,21906983,21963094,22053931,22178446,22505724,23000965,24816145",2011 Mar
"16196087,32076268",2005 Nov
"16196087,18781797,19307600,19580544,20504295,20972266,21139048,21890473,21906983,21963094,21987572,22053931,22118674,22505724,23000965,24816145,25015289,25147182",2005 Nov
"16196087,21139048,21890473,21906983,22053931,22178446,23000965,23220010,24654937,24816145",2005 Nov
"16196087,34599178",2005 Nov
"16196087,16728642",2006 May 26
"16196087,20098416,21139048,21890473,21906983,21963094,21987572,22505724,23000965,23555273,24654937,24816145,25015289,25147182,25244949",2005 Nov
"16196087,21139048,21890473,21906983,22505724,23000965,24486325,24816145",2005 Nov
"16196087,19073596,21139048,21963094,22505724,24654937,25147182",2005 Nov
"16196087,18056411,27910872",2005 Nov
"16196087,22284438,25702870,27066941,28190767,28338014,28935764,29576527,33141564,34326324,34642328,34761751,36114200",2005 Nov
"16196087,18364390,19285159,30659753",2008 Jul 1
"16196087,19285159,28190767,31494268",2005 Nov
"16196087,32416094",2005 Nov
"16196087,17550899,21145461,27001857",2005 Nov
"16196087,32269044",2020 Jun 15
"16196087,20864041,31028095",2005 Nov
"16196087,16905103,19373254,20516210,20622874,20940148,23211065,23287719,25527291,25764917,26588485,26876099,27436899,27501351,27613037,28319114,28536428,29449607,29576527,33067239,33141564",2005 Nov
"16196087,16543155,17170710,21900206,24403071,24446487,27182664,28190767,30631154,30884854,30901564,34642328",2005 Nov
"16196087,22992278,29167269",2012 Sep 19
"16196087,20595234,22195557,25404403,29576527,30150323,33141564,34642328",2010 Jul 1
"16196087,17550899,19285159,20935496,22343915,22742833,25162118,25756347",2005 Nov
"16196087,17623298,18781797,21139048,21853274,21890473,21906983,21963094,21987572,22053931,22505724,23000965,24654937,24816145,25147182",2005 Nov
"16196087,27182664,34642328",2016 Jul
"16196087,17550899,27182664,34642328",2005 Nov
"16196087,28581508",2005 Nov
"16196087,27428775,28190767,30745168,34642328,35530310,36114200",2016 Sep
"16196087,34642328",2005 Nov
"16196087,23314748,28190767",2013 Feb 20
"16196087,17550899,23314748",2007 Aug 10
"16196087,31699778",2019 Dec 1
"16196087,19261749,28190767,35938958",2005 Nov
"16196087,22298428,28190767,31699778",2012 Apr
"16196087,19261749,28190767",2005 Nov
"16214370,21098018,27182664,32296183",2006 Feb
"16431367,19373254,20622874,23562397,24151880,24961813,25527291,25752577,26368668,26601948,26876099,28319114,33576509",2006 Jan 24
"16497222,19285159,23314748,28190767,31699778",2009 Jul
"16549277,36610398",2006 Jun 7
"16603398,17702576,18212736,19033441,19185524,19285159,19303852,19373254,19422324,19763089,21113135,21153314,21212807,21622647,21803029,21811235,21862579,22099304,22605335,23746843,23807287,23986494,25296760,25409927,25736757,25736758,26740240,27669734,28190767,28319114,28939760,29111346,29125880,31502302,32019898,32410369,32726587,36720498",2006 Apr 21
"16731964,19285159,28190767,30659753,31699778",2009 Jul
"16763556,20159559,23248005,30659753,31699778",2006 Jun 21
"16771824,17078930,19111546,20504764,21187078,23035694,23314748,26456826,26601948,28190767,31699778",2006 Aug
"16964240,19295130,21145461,27001857",2009 Apr 1
"16973552,17057716",2006 Nov
"17006537,20005846,21455180,22791023,23727886,23986494,24469399,24726327,25494483,26789245,28190767,28319114,28978479,29694895,30017913,30901564,34599178,35170849,35851409,36631489,36720498",2006 Oct 18
"17006537,18303026,19796170,20005846,22139374,23986494,28190767,29694895,34755089,35170849,35274759,36631489",2006 Oct 18
"17116753,21890473,21906983,22009753,22505724,25015289",2006 Nov 20
"17244534,18680311,19111555,24039852",2007 Jan 26
"17311814,17525341,19015238,19261749,19305427,19536136,19944020,20698691,22350954,22605335,22689573,23211528,23314748,23562397,23823328,24627472,25756347,28082312,28190767,28569838,30668904,31699778,35938958",2007
"17550899,18775313",2007 Aug 10
"17550899,17980597,23003343,24816100,27182664,28190767,30279270,34642328",2007 Nov 20
"17550899,23314748,25872870,28190767",2013 Feb 20
"17550899,19295130,21145461,27001857",2007 Aug 10
"17550899,21145461,27001857",2007 Aug 10
"17550899,18954305,19211026,20622874,22325355,23287719,23562397,23827681,23955022,24071738,25527291,25590432,25723849,25752577,25872870,26752685,26876099,27066941,27182664,27256865,28190767,29576527,30718280,32049508,33141564,34049206,34642328,35210618,36114200",2009 Mar 1
"17550899,22427669,23003343,27182664",2007 Aug 10
"17550899,27182664,30017913,34642328",2007 Aug 10
"17550899,23314748,25147182,25723849,28190767,28943312,31699778",2013 Feb 20
"17550899,25820252,28190767,28768733",2007 Aug 10
"17550899,27182664",2007 Aug 10
"17550899,25582440,27182664",2007 Aug 10
"17550899,27182664,34642328",2007 Aug 10
"17558393,32738194",2007 Jul
"17702576,18212736,19285159,21408173,21617041,21862579,23178947,23414517,25969509,26365381,26451915,27035970,27552911,28190767,28319114,29133525,29394115,31155706,32556086",2008 Jun 12
"17707232,21139048,21890473,21906983,21963094,22053931,22505724,23000965,25015289,25147182",2007 Aug 17
"17711858,22195557,23287719,25485838,25527291,27501351,29576527,33141564,34129829",2007 Oct 19
"17897937,28190767",2007 Dec 7
17990982,2008 Feb 15
"17991829,22245969,23827681,28190767,29576527,30659753,33141564,34642328,36114200",2007 Dec 7
"18029035,19285159,28190767,32612200",2008 May
"18212736,19285159,19373254,19763089,27916521",2009 Jul
"18212736,19285159,23032186,28190767,28319114,33182596,34161781",2008 Jun 12
18212736,2008 Jun 12
"18281465,19373254,20622874,22157957,23827681,25527291,25752573,25752577,28190767,35915203",2008 Feb 15
"18497817,18497827,23153250,25702870,27396824,28190767,30664872,31699778,32857986",2008 May 22
"18538659,22195557,23314748,28190767,28327663,28538147,29131570,29576527,30926242,30926243,31699778",2011 Dec 23
"18626516,20504764,21121635,22841719,26601948,27725184,28190767,31494268,31699778",2008 Jul 2
"18656483,28190767",2008 Oct 10
"18758443,32636467",2008 Sep 18
"18775313,22466964,24076655,31699778",2012 Apr 1
"18781797,20164180,20228063,21139048,21890473,21906983,21963094,22053931,22505724,23000965,25015289,25147182",2008 Oct
"18799729,19300455,21737450",2008 Dec 15
"18819927,31494268",2008 Sep
"18954305,23827681,25590432,29576527,31494268",2013 Jul 3
"19028681,27182664,29499138",2009 Jan 16
"19075014,22195557,30456385,30576655",2009 Feb 20
19075014,2009 Feb 20
"19196968,27977889",2009 Feb 17
"19202061,19261749,28190767,34642328,35938958,36114200",2009 Mar 15
19232519,2009 Apr 10
"19261749,23314748",2009 Mar 15
"19264966,21204785",2011 Mar 15
"19285159,26451915,28190767,29398621,29940186,30659753,32296183",2009 Jul
"19285159,25416956,25969509,26451915,26506893,28848034,30853401,32476569,32556086,36114200",2009 Jul
"19285159,28190767,30659753,31319543",2009 Jul
"19285159,23314748,28190767,31494268",2009 Jul
"19285159,21757351,26456826,28190767",2009 Jul
"19285159,28190767,31699778,32296183",2009 Jul
"19340006,30587576",2009 Aug
"19380491,24882218,27622505",2009 Jun
"19382171,21118805,23625928,29576527",2009 Dec
"19398555,23287719,29576527,33141564,34129829",2009 Jul 10
19407830,2009 Jul
"19423704,27753622",2009 Jul 10
"19818707,23827681,27066941,27753622,32296183",2013 Jul 3
"19825828,23737552",2009 Oct 13
"20064473,22496338,23644597,25752577,28461335,29964046",2009 Dec 25
"20100865,24816145",2010 Apr
20178741,2010 Feb 19
"20348096,27197231",2010 May 28
20376207,2010 Mar 29
20385554,2010 Jun 18
"20403326,23264040,36654136",2013 Feb
20420830,2010 Aug 1
20427654,2010 Apr 28
"20440844,25207809",2014
20452352,2010 Jul 2
"20501938,27693506",2016 Oct 10
20595234,2010 Jul 1
"20603015,20935496",2010 Oct 1
"20622874,22179831,23827681,25723849,25752577,26876099,27182664,27732584,29576527,31699778,31937588,33141564,34642328",2010 Aug
"20622874,21376237,25306918,27182664,28943312,30017913,30631154,31230944,33082289,34642328,34942047",2011 Mar 4
"20622874,21399617,22195557,22298430,22626734,23287719,25527291,27436899,27501351,28536428,28943312",2010 Aug
"20940304,29666234,31699778",2010 Dec 24
"21095585,29667579,30884854,34581668",2010 Nov 24
"21115689,24270572",2010 Dec 20
21118805,2011 Feb 11
"21118805,23625928,29576527",2011 Feb 11
"21145461,25411243,30587576,31494268,31699778",2015 Jan 2
"21145461,27182664",2010 Dec 10
"21145461,36114200",2010 Dec 10
"21145461,28190767",2017 Mar 2
"21145461,23314748,34642328",2010 Dec 10
"21690293,31699778",2011 Aug
21822215,2011 Aug 5
"21828050,28190767",2017 Mar 2
"21900206,27044868,27182664,34642328,34942047",2011 Sep 6
"21906983,23314748",2011 Oct 21
"21923101,30254168",2018 Oct 9
"22119785,23760507,28190767,31699778",2011 Nov 27
"22195557,28190767,29576527,33141564",2017 Mar 2
"22216260,23314748,28190767,29567855,29576527,30659753,31699778,34642328,36114200",2011
"22266820,25909880,26285145,35831895",2012 Jan 22
"22266820,22742833,26503038,28240985,28406400,29330428,31699778",2012 Aug 10
"22298428,28190767",2017 Mar 2
"22298428,28190767,31699778",2012 Apr
"22325355,22496338,22902369,25801170,27182664,28190767,30287686,30884854,34642328",2012 Feb 10
"22343915,22705371,25414354,25799058,26318859",2012 Apr 5
"22496338,23644597,23938591,25723849",2012 Aug
"22496338,23287719,23644597,25723849,30017913",2012 Aug
"22496338,34642328",2012 Aug
"22508508,28190767",2017 Mar 2
22565157,2012 Nov
"22626734,25359778,26268556,29131570,29576527,30926242,30926243,32963944,34129829",2014 Dec 12
"22681887,22894931,23042605,23042607",2012 Jun 8
22682247,2012 Jun 8
"22733822,22742833,28406400,30773093,31699778",2012 Aug 10
"22797923,29626159",2012 Oct 1
22902369,2012 Sep
22992278,2012 Sep 19
"23184937,25723849,28881580,31628949",2013 Feb 1
"23287719,29576527,30914461,33141564,34642328,36114200",2018 Apr 5
"23287719,23801757,27066941,28190767,29576527,33141564,34642328,36114200",2013 Jul 9
"23287719,29576527,33141564,33903120",2013 Feb 1
"23287719,24324262,28327663,29576527,31699778",2013 Feb 1
23287719,2013 Feb 1
"23300079,24100292,29634390",2013 Mar 8
23300079,2013 Mar 8
"23314748,24816145",2013 Feb 20
"23314748,23686912",2013 Feb 20
"23314748,28190767,31699778",2013 Feb 20
"23314748,28190767",2013 Feb 20
"23408431,28190767",2017 Mar 2
"23437331,27591049",2013
"23500464,23827681,29576527",2013 Apr 5
23572508,2013 Jun 15
"23575687,24695737",2013
"23644597,23973329,25438670,25723849,28881580,29964046,31628949",2013 Sep 12
23649778,2013 Aug
"23708998,23746843,23827681,24726327,25527291,28319114,28919039,29576527,31056421,31541095,34315543,35170849,36720498",2013 Jul 3
23827681,2013 Jul 3
"23827681,29576527,31699778",2013 Jul 3
"23827681,29576527",2013 Jul 3
"23827681,27066941,29576527,34129829",2016 Apr 21
"23827681,25944111,28190767,29576527",2013 Jul 3
24039852,2013
"24100292,28767736",2013 Oct 14
24139988,2013 Nov 5
24196443,2014
24328678,2014 Mar
"24356957,28190767,29576527,33141564,35613680",2017 Mar 2
"24377933,29576527",2014
"24526689,28190767",2014 Mar 28
24526689,2014 Mar 28
24602972,2014 May
24667174,2015 Jan
"24751536,24784582,25474007,25847540,26162776,27605430,28438176,31300519,36398858",2014 Apr 28
24794496,2014 Jul 1
"24811749,34272906,35358511",2014 May 16
24845384,2014 Jul 4
"25306923,27259151",2016 Jun 2
"25423073,25715336,26017671,27197231,27591049",2015
"25499913,34642328",2014 Dec 22
"25505069,25742418,28190767",2015 Apr 20
"25527291,28945247,29576527,32484330,34129829",2015 Feb 3
"25582440,27182664,34642328",2015 Mar
25723849,2015 Apr 15
"25723849,25752577,28943312",2015 Apr 15
"25723849,28461335",2015 Apr 15
25801170,2015 Apr 16
25882842,2015 May 29
"26075709,27477512,28286874,29526694,30982635,31699778,32296183,34356632,36114200",2015
"26337389,28190767,31699778",2017 Mar 2
"26388029,30576655",2018 Dec 20
26416890,2015 Nov 27
"26456826,34761192",2015 Oct 20
26656854,2016 Jan
26711259,2015 Dec 28
"27013495,29576527",2016 May
"27182664,31518855",2016 Jul
"27182664,30884854",2019 Mar 16
"27182664,30017913,34642328",2016 Jul
"27182664,34642328",2016 Jul
"27312108,28552575",2016 Aug
"27387505,27716508",2016 Aug 26
"27425606,29117863",2016 Aug 2
27753622,2017 Jan 17
"28082312,29576527,31699778,34529927",2017 Mar
"28190767,29576527,33141564,34642328,36114200",2018 Apr 5
"28190767,29694895,35170849",2017 Mar 2
"28190767,35358511",2017 Mar 2
"28190767,31494268,32296183",2017 Mar 2
"28190767,31699778",2017 Mar 2
"28190767,31605944",2019 Oct 25
"28190767,29576527",2017 Mar 2
"28190767,31699778,32099016",2019 Dec 1
28319066,2017 Jul 20
"28404643,32612200",2017 May 1
28404643,2017 May 1
28943312,2017 Oct 5
29320735,2018 Jan 9
"29576527,33141564",2020 Nov 18
"29576527,31278784",2018 Apr 5
"29576527,35588869",2018 Apr 5
"29666234,32296183",2018 May 1
30195032,2018 Oct 15
31123703,2019 May
31350353,2019 Aug 27
